iata_code,type,name,scheduled_service
PTM,medium_airport,Palmarito Airport,no
LRV,small_airport,Los Roques Airport,yes
SVS,small_airport,Stevens Village Airport,yes
SVZ,medium_airport,Juan Vicente Gómez International Airport,yes
SBB,small_airport,Santa Bárbara de Barinas Airport,no
SNV,medium_airport,Santa Elena de Uairén Airport,yes
STD,medium_airport,Mayor Buenaventura Vivas International Airport,yes
SNF,medium_airport,Sub Teniente Nestor Arias Airport,no
SFD,medium_airport,San Fernando de Apure Las Flecheras National Airport,no
SOM,medium_airport,San Tomé Airport,yes
STB,medium_airport,Miguel Urdaneta Fernández Airport,no
TUV,medium_airport,Tucupita Airport,no
TMO,medium_airport,Tumeremo Airport,no
URM,small_airport,Uriman Airport,no
WOK,small_airport,Uon Quen Airport,no
VLN,medium_airport,Arturo Michelena International Airport,yes
VIG,medium_airport,Juan Pablo Pérez Alfonso Airport,yes
VLV,medium_airport,Dr. Antonio Nicolás Briceño Airport,yes
VDP,medium_airport,Valle de La Pascua Airport,no
BAZ,small_airport,Barcelos Airport,yes
JSB,small_airport,Walfrido Salmito de Almeida Airport,no
LCB,small_airport,André Antônio Maggi Airport,yes
RBB,small_airport,Borba Airport,yes
CAF,small_airport,Carauari Airport,yes
CQS,small_airport,Costa Marques Airport,no
DMT,small_airport,Diamantino Airport,no
DNO,small_airport,Dianópolis Airport,no
ERN,small_airport,Eirunepé Airport,no
CQA,small_airport,Canarana Airport,no
SXO,small_airport,São Félix do Araguaia Airport,no
GRP,small_airport,Gurupi Airport,no
AUX,medium_airport,Araguaína Airport,yes
GGB,small_airport,Frederico Carlos Müller Airport,no
HUW,small_airport,Humaitá Airport,no
IPG,small_airport,Ipiranga Airport,no
IDO,small_airport,Santa Izabel do Morro Airport,no
JIA,small_airport,Juína Airport,no
JTI,small_airport,Jataí Airport,no
CCX,small_airport,Cáceres Airport,no
CIZ,small_airport,Danilson Municipal Airport,no
NSR,small_airport,Serra da Capivara Airport,no
TLZ,small_airport,Catalão Airport,no
LBR,small_airport,Lábrea Airport,yes
RVD,small_airport,General Leite de Castro Airport,no
MBZ,small_airport,Maués Airport,no
NVP,small_airport,Novo Aripuanã Airport,no
BCR,small_airport,Novo Campo Airport,no
NQL,small_airport,Niquelândia Airport,no
APS,small_airport,Anápolis Airport,no
FBA,small_airport,Fonte Boa Airport,no
PIN,small_airport,Parintins Airport,no
PBQ,small_airport,Pimenta Bueno Airport,no
PBX,small_airport,Fazenda Piraguassu Airport,no
IRZ,small_airport,Tapuruquara Airport,yes
TGQ,small_airport,Tangará da Serra Airport,yes
AZL,small_airport,Fazenda Tucunaré Airport,no
SQM,small_airport,São Miguel do Araguaia Airport,no
VLP,small_airport,Vila Rica Airport,no
MBK,small_airport,Orlando Villas Boas Regional Airport,no
NOK,small_airport,Xavantina Airport,no
IUP,small_airport,Apuí Airport,no
ITI,small_airport,Fazenda Americana Airport,no
SXP,small_airport,Nunam Iqua Airport,yes
AHL,small_airport,Aishalton Airport,no
NAI,small_airport,Annai Airport,no
SYB,seaplane_base,Seal Bay Seaplane Base,yes
BMJ,small_airport,Baramita Airport,no
GFO,small_airport,Bartica A Airport,no
GEO,medium_airport,Cheddi Jagan International Airport,yes
SYF,seaplane_base,Silva Bay Seaplane Base,yes
OGL,medium_airport,Eugene F. Correia International Airport,yes
IMB,small_airport,Imbaimadai Airport,no
KAI,medium_airport,Kaieteur International Airport,yes
KAR,small_airport,Kamarang Airport,no
KRM,small_airport,Karanambo Airport,no
KRG,small_airport,Karasabai Airport,no
KTO,small_airport,Kato Airport,no
KKG,small_airport,Konawaruk Airport,no
SYL,heliport,Roberts Army Heliport,no
LUB,small_airport,Lumid Pau Airport,no
LTM,medium_airport,Lethem Airport,yes
USI,small_airport,Mabaruma Airport,no
MHA,small_airport,Mahdia Airport,no
VEG,small_airport,Maikwak Airport,no
MYM,small_airport,Monkey Mountain Airport,no
MWJ,small_airport,Matthews Ridge Airport,no
QSX,small_airport,New Amsterdam Airport,no
ORJ,small_airport,Orinduik Airport,no
PKM,small_airport,Port Kaituma Airport,no
PIQ,small_airport,Pipillipai Airport,no
PMT,small_airport,Paramakatoi Airport,no
PRR,small_airport,Paruima Airport,no
SDC,small_airport,Sand Creek Airport,no
SKM,small_airport,Skeldon Airport,no
ANU,medium_airport,V C Bird International Airport,yes
BBQ,medium_airport,Codrington Airport,yes
BGI,medium_airport,Grantley Adams International Airport,yes
TBV,small_airport,Tabal Airstrip,no
TCT,small_airport,Takotna Airport,yes
DCF,medium_airport,Canefield Airport,yes
DOM,medium_airport,Douglas-Charles Airport,yes
DSD,small_airport,La Désirade Airport,yes
BBR,small_airport,Basse-Terre Baillif Airport,yes
SFC,small_airport,St-François Airport,yes
FDF,large_airport,Martinique Aimé Césaire International Airport,yes
SFG,medium_airport,Grand Case-l'Espérance Airport,yes
SBH,medium_airport,Saint Barthélemy - Gustaf III Airport,yes
GBJ,medium_airport,Marie-Galante Airport,yes
PTP,large_airport,Guadeloupe - Maryse Condé International Airport,yes
LSS,small_airport,Terre-de-Haut Airport,no
GND,medium_airport,Maurice Bishop International Airport,yes
CRU,small_airport,Lauriston Airport,yes
THW,seaplane_base,Trincomalee Harbor Waterdrome,no
STT,medium_airport,Cyril E. King Airport,yes
STX,medium_airport,Henry E Rohlsen Airport,yes
ARE,medium_airport,Antonio Nery Juarbe Pol Airport,no
BQN,medium_airport,Rafael Hernández International Airport,yes
TJC,small_airport,Ticantiquí Airport,no
CPX,medium_airport,Benjamin Rivera Noriega Airport,yes
SIG,medium_airport,Fernando Luis Ribas Dominicci Airport,yes
MAZ,medium_airport,Eugenio Maria De Hostos Airport,yes
PSE,medium_airport,Mercedita Airport,yes
NRR,medium_airport,José Aponte de la Torre Airport,yes
SJU,large_airport,Luis Munoz Marin International Airport,yes
VQS,medium_airport,Antonio Rivera Rodriguez Airport,yes
TKE,seaplane_base,Tenakee Seaplane Base,yes
TKL,seaplane_base,Taku Lodge Seaplane Base,no
SKB,medium_airport,Robert L. Bradshaw International Airport,yes
NEV,medium_airport,Vance W. Amory International Airport,yes
SLU,medium_airport,George F. L. Charles Airport,yes
UVF,large_airport,Hewanorra International Airport,yes
TLT,small_airport,Tuluksak Airport,yes
AUA,large_airport,Queen Beatrix International Airport,yes
BON,large_airport,Flamingo International Airport,yes
CUR,large_airport,Hato International Airport,yes
EUX,medium_airport,F. D. Roosevelt Airport,yes
SXM,large_airport,Princess Juliana International Airport,yes
SAB,medium_airport,Juancho E. Yrausquin Airport,yes
TOK,small_airport,Torokina Airport,no
TOV,seaplane_base,Tortola West End Seaplane Base,no
TPT,small_airport,Tapeta Airport,no
AXA,medium_airport,Clayton J Lloyd International Airport,yes
XXX,heliport,Serik Bus Station Helipad,no
MNI,medium_airport,John A. Osborne Airport,yes
TSG,small_airport,Tanacross Airport,no
TSI,small_airport,Tsile Tsile Airport,no
TAB,medium_airport,A.N.R. Robinson International Airport,yes
POS,medium_airport,Piarco International Airport,yes
TTW,seaplane_base,Tissa Tank Waterdrome,yes
TUJ,small_airport,Tum Airport,no
NGD,small_airport,Captain Auguste George Airport,no
EIS,medium_airport,Terrance B. Lettsome International Airport,yes
VIJ,small_airport,Virgin Gorda Airport,yes
SVD,medium_airport,Argyle International Airport,yes
BQU,medium_airport,J F Mitchell Airport,yes
CIW,medium_airport,Canouan Airport,yes
MQS,medium_airport,Mustique Airport,yes
UNI,medium_airport,Union Island International Airport,yes
TWC,small_airport,Tumxuk Tangwangcheng Airport,yes
TWH,seaplane_base,Two Harbors Amphibious Terminal,no
BDA,medium_airport,L.F. Wade International Airport,yes
TYE,small_airport,Tyonek Airport,no
GIT,small_airport,Mchauru Airport,no
TZO,small_airport,Tsimiroro Airport,no
DBS,small_airport,Dubois Municipal Airport,no
MXR,small_airport,Myrhorod Air Base,no
KHU,small_airport,Kakhnovka Airfield,no
KCP,small_airport,Kam'yanets'-Podil's'kyi Airfield,no
ALA,large_airport,Almaty International Airport,yes
BXH,medium_airport,Balkhash Airport,yes
USJ,small_airport,Usharal Airport,yes
BXJ,small_airport,Boralday Airport,no
TDK,medium_airport,Taldykorgan Airport,yes
NQZ,large_airport,Nursultan Nazarbayev International Airport,yes
KOV,medium_airport,Kokshetau Airport,yes
PPK,medium_airport,Petropavl Airport,yes
DMB,medium_airport,Taraz Airport,yes
BSZ,large_airport,Manas International Airport,yes
OSS,medium_airport,Osh Airport,yes
IKG,small_airport,Karakol Airport,yes
CIT,medium_airport,Shymkent Airport,yes
HSA,medium_airport,Hazrat Sultan International Airport,yes
DZN,medium_airport,Zhezkazgan National Airport,yes
KGF,medium_airport,Sary-Arka Airport,yes
BXY,medium_airport,Baikonur Krayniy Airport,no
KZO,small_airport,Kyzylorda Airport,yes
URA,medium_airport,Uralsk Airport,yes
EKB,medium_airport,Ekibastuz Airport,no
UKK,medium_airport,Ust-Kamenogorsk Airport,yes
PWQ,medium_airport,Pavlodar Airport,yes
PLX,medium_airport,Semey Airport,yes
SZI,small_airport,Zaysan Airport,yes
SCO,medium_airport,Aktau Airport,yes
GUW,medium_airport,Atyrau International Airport,yes
AKX,medium_airport,Aktobe Airport,yes
AYK,small_airport,Arkalyk North Airport,no
KSN,medium_airport,Kostanay West Airport,yes
GYD,large_airport,Heydar Aliyev International Airport,yes
FZL,small_airport,Fuzuli International Airport,no
GNJ,medium_airport,Ganja International Airport,yes
LLK,small_airport,Lankaran International Airport,yes
NAJ,medium_airport,Nakhchivan Airport,yes
GBB,medium_airport,Gabala International Airport,yes
ZTU,medium_airport,Zaqatala International Airport,no
ZZE,small_airport,Zangilan International Airport,no
YLV,small_airport,Yevlakh Airport,no
IKU,medium_airport,Issyk-Kul International Airport,yes
LWN,medium_airport,Shirak International Airport,yes
EVN,large_airport,Zvartnots International Airport,yes
BQJ,small_airport,Batagay Airport,yes
SUK,small_airport,Sakkyryr Airport,yes
UKG,small_airport,Ust-Kuyga Airport,yes
TLK,small_airport,Talakan Airport,no
ADH,small_airport,Aldan Airport,no
YKS,medium_airport,Yakutsk Airport,yes
NER,medium_airport,Chulman Airport,yes
MQJ,medium_airport,Moma Airport,yes
KDY,small_airport,Typliy Klyuch Airport,no
GYG,medium_airport,Magan Airport,no
OLZ,medium_airport,Olyokminsk Airport,yes
USR,medium_airport,Ust-Nera Airport,yes
UMS,small_airport,Ust-Maya Airport,yes
VHV,small_airport,Verkhnevilyuisk Airport,yes
NYR,small_airport,Nyurba Airport,no
SUY,small_airport,Suntar Airport,yes
VYI,medium_airport,Vilyuisk Airport,yes
ULK,medium_airport,Lensk Airport,yes
ONK,small_airport,Olenyok Airport,no
PYJ,medium_airport,Polyarny Airport,yes
MJZ,medium_airport,Mirny Airport,yes
SYS,medium_airport,Saskylakh Airport,yes
BGN,medium_airport,Belaya Gora Airport,no
SEK,medium_airport,Srednekolymsk Airport,yes
CKH,medium_airport,Chokurdakh Airport,yes
CYX,medium_airport,Cherskiy Airport,yes
IKS,medium_airport,Tiksi Airport,yes
ZKP,medium_airport,Zyryanka Airport,yes
ZIX,medium_airport,Zhigansk Airport,yes
KXO,small_airport,Kisoro Airport,yes
KHX,small_airport,Savannah Airstrip,no
OYG,small_airport,Moyo Airport,no
UGB,small_airport,Ugashik Bay Airport,no
KUT,medium_airport,David the Builder Kutaisi International Airport,yes
BUS,medium_airport,Batumi International Airport,yes
SUI,medium_airport,Sukhumi Babushara /  Vladislav Ardzinba International Airport,yes
TBS,large_airport,Tbilisi International Airport,yes
BQS,medium_airport,Ignatyevo Airport,yes
EYA,small_airport,Zeya Airport,no
TYD,small_airport,Tynda Airport,no
KHV,medium_airport,Khabarovsk Novy Airport,yes
KXK,medium_airport,Komsomolsk-on-Amur Airport,yes
GVN,medium_airport,Sovetskaya Gavan (Maygatka) Airport,no
DYR,medium_airport,Ugolny Yuri Ryktheu Airport,yes
PVS,medium_airport,Provideniya Bay Airport,no
KPW,medium_airport,Keperveem Airport,yes
GDX,medium_airport,Sokol Airport,yes
KVM,small_airport,Markovo Airport,yes
PWE,medium_airport,Pevek Airport,yes
SWV,medium_airport,Severo-Evensk Airport,no
BQG,small_airport,Bogorodskoye Airport,yes
NLI,medium_airport,Nikolayevsk-na-Amure Airport,yes
OHO,medium_airport,Okhotsk Airport,yes
PKC,medium_airport,Yelizovo Airport,yes
BVV,small_airport,Burevestnik Airport,no
OHH,small_airport,Okha Airport,no
ITU,small_airport,Iturup Airport,yes
EKS,small_airport,Shakhtyorsk Airport,yes
DEE,small_airport,Yuzhno-Kurilsk Mendeleyevo Airport,yes
NGK,small_airport,Nogliki Airport,yes
ZZO,small_airport,Zonalnoye Airport,no
UUS,medium_airport,Yuzhno-Sakhalinsk Airport,yes
AEM,small_airport,Amgu Airport,no
ETL,small_airport,Svetlaya Airport,no
EDN,small_airport,Yedinka Airport,no
KVR,small_airport,Kavalerovo Airport,no
TLY,small_airport,Plastun Airport,yes
NEI,small_airport,Terney Airport,no
VVO,large_airport,Vladivostok International Airport,yes
HTA,medium_airport,Chita-Kadala International Airport,yes
CZR,small_airport,Chara Airport,no
BTK,medium_airport,Bratsk Airport,yes
UIK,small_airport,Ust-Ilimsk Airport,no
IKT,medium_airport,Irkutsk International Airport,yes
ODO,small_airport,Bodaybo Airport,yes
ERG,small_airport,Yerbogachen Airport,no
KCK,small_airport,Kirensk Airport,no
RZH,small_airport,Preobrazheniye Airport,no
UKX,medium_airport,Ust-Kut Airport,yes
NZG,small_airport,Nizhneangarsk International Airport,yes
UUD,medium_airport,Baikal International Airport,yes
KBP,large_airport,Boryspil International Airport,yes
KRQ,small_airport,Kramatorsk Airport,no
MPW,medium_airport,Mariupol International Airport,yes
ERD,medium_airport,Berdyansk Airport,no
DNK,medium_airport,Dnipro International Airport,yes
OZH,medium_airport,Zaporizhzhia International Airport,yes
KWG,medium_airport,Kryvyi Rih International Airport,yes
UKS,medium_airport,Sevastopol International Airport / Belbek Air Base,no
SIP,medium_airport,Simferopol International Airport,yes
KHC,small_airport,Kerch Airport,no
UKH,small_airport,Mukhaizna Airport,no
HRK,medium_airport,Kharkiv International Airport,yes
PLV,small_airport,Suprunovka Airport,no
UMY,small_airport,Sumy Airport,no
CKC,medium_airport,Cherkasy International Airport,no
KGO,small_airport,Kirovograd Airport,no
IEV,medium_airport,Ihor Sikorsky Kyiv International Airport (Zhuliany),yes
ZTR,small_airport,Zhytomyr Airport,no
UCK,small_airport,Lutsk Airport,no
HMJ,medium_airport,Khmelnytskyi Airport,no
IFO,medium_airport,Ivano-Frankivsk International Airport,yes
LWO,large_airport,Lviv International Airport,yes
CWC,medium_airport,Chernivtsi International Airport,yes
RWN,medium_airport,Rivne International Airport,yes
TNL,small_airport,Ternopil International Airport,no
UDJ,medium_airport,Uzhhorod International Airport,yes
KHE,medium_airport,Kherson International Airport,yes
NLV,medium_airport,Mykolaiv International Airport,yes
ODS,medium_airport,Odessa International Airport,yes
VIN,medium_airport,Vinnytsia/Gavyryshivka International Airport,no
ARH,medium_airport,Talagi Airport,yes
VKV,medium_airport,Vaskovo Airport,no
LDG,small_airport,Leshukonskoye Airport,yes
NNM,medium_airport,Naryan Mar Airport,yes
CSH,small_airport,Solovki Airport,yes
AMV,medium_airport,Amderma Airport,yes
VRI,small_airport,Varandey Airport,no
KSZ,medium_airport,Kotlas Airport,yes
LED,large_airport,Pulkovo Airport,yes
MMK,medium_airport,Murmansk Airport,yes
PKV,medium_airport,Pskov Airport,yes
PES,medium_airport,Petrozavodsk Airport,yes
CEE,medium_airport,Cherepovets Airport,yes
VUS,medium_airport,Velikiy Ustyug Airport,yes
VGD,medium_airport,Vologda Airport,no
BQT,medium_airport,Brest Airport,yes
GME,medium_airport,Gomel Airport,yes
VTB,medium_airport,Vitebsk Vostochny Airport,no
KGD,medium_airport,Khrabrovo Airport,yes
GNA,medium_airport,Hrodna Airport,no
MSQ,large_airport,Minsk National Airport,yes
MVQ,medium_airport,Mogilev Airport,yes
ABA,medium_airport,Abakan International Airport,yes
BAX,medium_airport,Barnaul Airport,yes
RGK,medium_airport,Gorno-Altaysk Airport,no
KEJ,medium_airport,Kemerovo Airport,yes
BKA,medium_airport,Baykit Airport,no
EIE,medium_airport,Yeniseysk Airport,yes
YAE,small_airport,Yartsevo Airport,no
TGP,medium_airport,Podkamennaya Tunguska Airport,no
VEO,medium_airport,Severo-Yeniseysk Airport,yes
GOY,small_airport,Tura Mountain Airport,yes
VAQ,medium_airport,Vanavara Airport,yes
BGS,small_airport,Boguchany Airport,no
KNY,small_airport,Kodinsk Airport,no
KJA,large_airport,Krasnoyarsk International Airport,yes
KCY,medium_airport,Krasnoyarsk Cheremshanka Airport,yes
ACS,medium_airport,Achinsk Airport,no
KYZ,medium_airport,Kyzyl Airport,yes
OVB,large_airport,Novosibirsk Tolmachevo Airport,yes
OMS,medium_airport,Omsk Central Airport,yes
SWT,medium_airport,Strezhevoy Airport,no
TOF,medium_airport,Bogashevo Airport,yes
NOZ,medium_airport,Spichenkovo Airport,yes
DKS,medium_airport,Dikson Airport,no
HTG,medium_airport,Khatanga Airport,yes
SES,medium_airport,Svetlogorsk Airport,no
IAA,medium_airport,Igarka Airport,yes
NSK,medium_airport,Norilsk-Alykel Airport,yes
THX,small_airport,Turukhansk Airport,yes
AAQ,medium_airport,Anapa Vityazevo Airport,yes
GDZ,medium_airport,Gelendzhik Airport,yes
KRR,medium_airport,Krasnodar Pashkovsky International Airport,yes
GRV,medium_airport,Grozny Airport,yes
MCX,medium_airport,Makhachkala Uytash International Airport,yes
MRV,medium_airport,Mineralnyye Vody Airport,yes
NAL,medium_airport,Nalchik Airport,yes
OGZ,medium_airport,Vladikavkaz Beslan International Airport,yes
IGT,medium_airport,Magas Airport,yes
STW,medium_airport,Stavropol Shpakovskoye Airport,yes
ROV,large_airport,Platov International Airport,yes
TGK,medium_airport,Taganrog Yuzhny Airport,yes
AER,large_airport,Sochi International Airport,yes
ASF,medium_airport,Astrakhan Narimanovo Boris M. Kustodiev International Airport,yes
ESL,medium_airport,Elista Airport,yes
VOG,medium_airport,Volgograd International Airport,yes
BNH,seaplane_base,Cape Air Seaplanes on Boston Harbor Seaplane Base,no
RTL,small_airport,Spirit Lake Municipal Airport,no
FWL,small_airport,Farewell Airport,no
CRO,small_airport,Corcoran Airport,no
HLM,small_airport,Park Township Airport,no
XFT,small_airport,Big Pine Sands STOLGround,no
PQS,small_airport,Pilot Station Airport,yes
CEK,medium_airport,Chelyabinsk Balandino Airport,yes
MQF,medium_airport,Magnitogorsk International Airport,yes
SBT,medium_airport,Sabetta International Airport,yes
BVJ,medium_airport,Bovanenkovo Airport,yes
SLY,medium_airport,Salekhard Airport,yes
YMK,small_airport,Mys Kamenny Airport,no
KKQ,small_airport,Krasnoselkup Airport,no
TQL,small_airport,Tarko-Sale Airport,no
UEN,small_airport,Urengoy Airport,no
EZV,medium_airport,Berezovo Airport,no
HMA,medium_airport,Khanty Mansiysk Airport,yes
IRM,small_airport,Igrim Airport,no
KXD,small_airport,Kondinskoye Airport,no
NYA,medium_airport,Nyagan Airport,yes
EYK,medium_airport,Beloyarskiy Airport,yes
OVS,medium_airport,Sovetskiy Airport,yes
URJ,medium_airport,Uray Airport,yes
IJK,medium_airport,Izhevsk Airport,yes
KVX,medium_airport,Pobedilovo Airport,yes
NYM,medium_airport,Nadym Airport,yes
NUX,medium_airport,Novy Urengoy Airport,yes
NJC,medium_airport,Nizhnevartovsk Airport,yes
PEE,medium_airport,Perm International Airport,yes
KGP,medium_airport,Kogalym International Airport,yes
NFG,medium_airport,Nefteyugansk Airport,yes
NOJ,medium_airport,Noyabrsk Airport,yes
SGC,medium_airport,Surgut Airport,yes
SVX,large_airport,Koltsovo Airport,yes
RMZ,medium_airport,Remezov Airport,yes
TOX,small_airport,Tobolsk Airport,no
TJM,medium_airport,Roshchino International Airport,yes
KRO,medium_airport,Kurgan Airport,yes
BKN,small_airport,Balkanabat Airport,yes
GMV,small_airport,Monument Valley Airport,no
ASB,large_airport,Ashgabat International Airport,yes
KEA,small_airport,Kerki Airport,no
KRW,medium_airport,Turkmenbashi International Airport,yes
MYP,medium_airport,Mary International Airport,yes
TAZ,medium_airport,Daşoguz Airport,yes
CRZ,medium_airport,Türkmenabat International Airport,yes
DYU,medium_airport,Dushanbe International Airport,yes
TJU,medium_airport,Kulob Airport,yes
LBD,medium_airport,Khujand Airport,yes
KQT,medium_airport,Qurghonteppa International Airport,yes
NMA,small_airport,Namangan Airport,yes
AZN,medium_airport,Andizhan Airport,yes
FEG,medium_airport,Fergana International Airport,yes
OQN,small_airport,Kokand Airport,no
MOK,small_airport,Muynak Airport,no
NCU,medium_airport,Nukus Airport,yes
UGC,medium_airport,Urgench Airport,yes
NVI,medium_airport,Navoi Airport,yes
BHK,medium_airport,Bukhara International Airport,yes
KSQ,small_airport,Karshi Airport,yes
AFS,small_airport,Sugraly Airport,yes
SKD,medium_airport,Samarkand Airport,yes
TMJ,medium_airport,Termez Airport,yes
TAS,large_airport,Tashkent International Airport,yes
OMN,medium_airport,Zomin Airport,yes
UTU,small_airport,Ustupu Airport,no
KMW,medium_airport,Kostroma Sokerkino Airport,yes
KLF,medium_airport,Grabtsevo Airport,no
IWA,medium_airport,Ivanovo South Airport,yes
RYB,medium_airport,Staroselye Airport,yes
BZK,medium_airport,Bryansk Airport,yes
ZIA,large_airport,Zhukovsky International Airport,yes
DME,large_airport,Domodedovo International Airport,yes
IAR,small_airport,Tunoshna Airport,no
SVO,large_airport,Sheremetyevo International Airport,yes
KLD,medium_airport,Migalovo Air Base,no
OSF,medium_airport,Ostafyevo International Airport,no
CKL,medium_airport,Chkalovskiy Air Base,no
EGO,medium_airport,Belgorod International Airport,yes
URS,medium_airport,Kursk East Airport,yes
LPK,medium_airport,Lipetsk Airport,yes
VOZ,medium_airport,Voronezh International Airport,yes
TBW,medium_airport,Donskoye Airport,no
UUU,small_airport,Manumu Airport,no
VKO,large_airport,Vnukovo International Airport,yes
UCT,medium_airport,Ukhta Airport,yes
INA,medium_airport,Inta Airport,no
PEX,medium_airport,Pechora Airport,yes
USK,medium_airport,Usinsk Airport,yes
VKT,medium_airport,Vorkuta Airport,yes
UTS,medium_airport,Ust-Tsylma Airport,no
SCW,medium_airport,Syktyvkar Airport,yes
GOJ,medium_airport,Nizhny Novgorod / Strigino International Airport,yes
UUA,medium_airport,Bugulma Airport,yes
KZN,large_airport,Kazan International Airport,yes
NBC,medium_airport,Begishevo Airport,yes
JOK,medium_airport,Yoshkar-Ola Airport,no
CSY,medium_airport,Cheboksary Airport,yes
ULV,medium_airport,Ulyanovsk Baratayevka Airport,yes
ULY,medium_airport,Ulyanovsk East Airport,yes
REN,medium_airport,Orenburg Central Airport,yes
OSW,medium_airport,Orsk Airport,yes
PEZ,medium_airport,Penza Airport,yes
SKX,medium_airport,Saransk Airport,yes
BWO,medium_airport,Balakovo Airport,yes
GSV,large_airport,Gagarin International Airport,yes
BCX,small_airport,Beloretsk Airport,no
OKT,small_airport,Oktyabrskiy Airport,no
UFA,large_airport,Ufa International Airport,yes
KUF,large_airport,Kurumoch International Airport,yes
RBZ,small_airport,Shahrisabz Southwest Airport,no
UZM,small_airport,Hope Bay Aerodrome,no
UZR,small_airport,Urzhar Airport,yes
REW,medium_airport,"Rewa Airport, Chorhata, REWA",yes
DIU,small_airport,Diu Airport,yes
GDB,medium_airport,Gondia Airport,yes
AMD,medium_airport,Sardar Vallabh Bhai Patel International Airport,yes
AKD,medium_airport,Akola Airport,no
IXU,medium_airport,Aurangabad Airport,yes
BOM,large_airport,Chhatrapati Shivaji International Airport,yes
BHJ,medium_airport,Bhuj Airport,yes
IXG,medium_airport,Belagavi Airport,yes
BDQ,medium_airport,Vadodara Airport,yes
BHO,medium_airport,Raja Bhoj International Airport,yes
BHU,medium_airport,Bhavnagar Airport,yes
NMB,medium_airport,Daman Airport,no
GUX,small_airport,Guna Airport,no
HBX,medium_airport,Hubli Airport,yes
HSR,large_airport,Rajkot International Airport,no
IDR,medium_airport,Devi Ahilyabai Holkar Airport,yes
JLR,medium_airport,Jabalpur Airport,yes
JLG,small_airport,Jalgaon Airport,yes
JGA,medium_airport,Jamnagar Airport,yes
IXY,medium_airport,Kandla Airport,yes
HJR,medium_airport,Khajuraho Airport,yes
KLH,medium_airport,Kolhapur Airport,yes
IXK,medium_airport,Keshod Airport,yes
LTU,medium_airport,Murod Kond Airport,yes
NDC,medium_airport,Nanded Airport,yes
NAG,medium_airport,Dr. Babasaheb Ambedkar International Airport,yes
ISK,medium_airport,Nashik Airport,yes
PNQ,medium_airport,Pune Airport / Lohagaon Air Force Station,yes
PBD,medium_airport,Porbandar Airport,yes
RTC,medium_airport,Ratnagiri Airport,no
RAJ,medium_airport,Rajkot Airport,no
RPR,medium_airport,Swami Vivekananda Airport,yes
SAG,medium_airport,Shirdi Airport,yes
SSE,medium_airport,Solapur Airport,no
STV,medium_airport,Surat Airport,yes
UDR,medium_airport,Maharana Pratap Airport,yes
CMB,large_airport,Bandaranaike International Colombo Airport,yes
ACJ,medium_airport,Anuradhapura Airport,no
BTC,medium_airport,Batticaloa Airport,yes
RML,medium_airport,Colombo Ratmalana Airport,yes
ADP,medium_airport,Ampara Airport,no
HIM,medium_airport,Hingurakgoda Air Force Base,no
JAF,medium_airport,Jaffna International Airport,yes
KCT,medium_airport,Koggala Airport,yes
KTY,small_airport,Katukurunda Air Force Base,no
GIU,small_airport,Sigiriya Air Force Base,no
TRR,medium_airport,China Bay Airport,yes
WRZ,small_airport,Weerawila Airport,no
HRI,large_airport,Mattala Rajapaksa International Airport,yes
BBM,medium_airport,Battambang Airport,yes
KKZ,small_airport,Koh Kong Airport,no
MWV,small_airport,Mondulkiri Airport,no
PNH,large_airport,Phnom Penh International Airport,yes
RBE,medium_airport,Ratanakiri Airport,no
SAI,large_airport,Siem Reap-Angkor International Airport,yes
KOS,small_airport,Sihanoukville International Airport,yes
KZD,small_airport,Krakor Airport,no
SFX,small_airport,Macagua Airport,no
SVV,small_airport,San Salvador de Paul Airport,no
ELX,small_airport,El Tigre Airport,no
AZH,small_airport,Azamgarh Airport,no
IXV,medium_airport,Along Airport,no
IXA,medium_airport,Agartala - Maharaja Bir Bikram Airport,yes
IXB,medium_airport,Bagdogra Airport,yes
RGH,small_airport,Balurghat Airport,no
SHL,medium_airport,Shillong Airport,yes
VNS,medium_airport,Lal Bahadur Shastri Airport,yes
BBI,medium_airport,Biju Patnaik International Airport,yes
PAB,medium_airport,Bilaspur Airport,yes
CCU,large_airport,Netaji Subhash Chandra Bose International Airport,yes
COH,small_airport,Cooch Behar Airport,no
CWK,small_airport,Chitrakoot Airport,no
DBD,medium_airport,Dhanbad Airport,no
RDP,medium_airport,Kazi Nazrul Islam Airport,yes
DBR,medium_airport,Darbhanga Airport,yes
DGH,small_airport,Deoghar Airport,yes
DEP,small_airport,Daporijo Airport,no
GOP,medium_airport,Gorakhpur Airport,yes
GAU,medium_airport,Lokpriya Gopinath Bordoloi International Airport,yes
GAY,medium_airport,Gaya Airport,yes
IMF,medium_airport,Imphal Airport,yes
JRG,small_airport,Jharsuguda Airport,yes
PYB,small_airport,Jeypore Airport,no
IXW,medium_airport,Sonari Airport,no
JRH,medium_airport,Jorhat Airport,yes
KBK,medium_airport,Kushinagar International Airport,no
IXQ,small_airport,Kamalpur Airport,no
IXH,medium_airport,Kailashahar Airport,no
IXS,medium_airport,Silchar Airport,yes
IXN,small_airport,Khowai Airport,no
AJL,medium_airport,Lengpui Airport,yes
IXI,medium_airport,Lilabari North Lakhimpur Airport,yes
LDA,small_airport,Malda Airport,no
DIB,medium_airport,Dibrugarh Airport,yes
DMU,medium_airport,Dimapur Airport,yes
MZU,medium_airport,Muzaffarpur Airport,no
